Union Berlin are no longer an underdog fairytale, but they're worth rooting for	Union Berlin's players couldn't believe the support of their home fans as their losing streak stretched to nine games on Tuesday night. But that's what makes this club, and its supporters, so special.	unrelated
Rob Gronkowski's claim that Taylor Swift gets too much NFL airtime is overblown	Come on, Gronk. You're wrong about this one.	miscellaneous
Connor Hellebuyck and his wife debut first of many Travis Kelce and Taylor Swift Halloween costumes this season	The Taylor Swift and Travis Kelce Halloween costumes are beginning to roll in.	miscellaneous
Chiefs' Travis Kelce Will Have Feature on Jason Kelce, Eagles' 2nd Christmas Album	Travis Kelce starts dating Taylor Swift and all of a sudden the Kansas City Chiefs star embarks on a musical career. Travis and brother Jason announced…	relationship
Chiefs' Travis Kelce Addresses Viral Taylor Swift Stat Graphic from Chargers Game	Kansas City Chiefs star Travis Kelce is well aware of the difference in his performance this season when Taylor Swift is at his games as opposed to when she's…	viral_moment
Buccaneers vs. Bills live updates: Top moments from Thursday Night Football	Week 8 of the NFL season gets underway Thursday with the Bills playing host to the Buccaneers. Here are the top moments!	unrelated
Taylor Swift is now a billionaire, Bloomberg says | CNN Business	Taylor Swift has another accolade to add to her already impressive resume this year: America’s favorite pop star is now a billionaire, according to a Bloomberg analysis.	award
‘1989 (Taylor’s Version)’ is coming. Here’s what to know.	‘1989 (Taylor’s Version)’ features vault tracks: “Now That We Don’t Talk,” “Suburban Legends,” “Say Don’t Go,” “Is It Over Now?” and “‘Slut!’”	music
Trevor Lawrence to Trey Lance: Grading the 2021 quarterback class so far	Former NFL scout Bucky Brooks checks in on the quarterback class of 2021, grading the five first-round picks on their performances so far.	unrelated
Taylor Swift achieves billionaire status amid monumental Eras tour	According to a Bloomberg News Analysis published Thursday, Taylor Swift's net worth is $1.1 billion.	miscellaneous
FOX Super 6 NFL contest: Chris 'The Bear' Fallica's Week 8 picks	The FOX Super 6 NFL contest has already given away $70,000. Will you be the next winner? If you need a little help with this week's questions, Chris "The Bear" Fallica has you covered!	unrelated
Taylor Swift fans are convinced 1989 (Taylor’s Version) could be a double album, and they might be right	Are the Swifties on to something here?	music
Jerry Jones gives mixed signals on Cowboys' trade deadline approach	Cowboys owner Jerry Jones said there will be a "high bar" to trade but indicated his team will be active ahead of the Oct. 31 deadline.	unrelated
Country musician Megan Moroney says she writes sad songs for sad people. It's making her a star.	Not so long before her platinum single “Tennessee Orange” became inescapable on country radio, Megan Moroney was attending the University of Georgia	music
Sam Darnold next to take turn in 49ers’ QB carousel: NFC West Stock Watch	With Brock Purdy in concussion protocol, veteran Sam Darnold could be the fifth QB to take meaningful snaps in the Niners' past 27 games.	unrelated
GOP rising star Mark Robinson’s wretched Facebook feed lands him in trouble ... again	North Carolina’s lieutenant governor, a rising star in the GOP, appears to have posted comments on Facebook quoting Hitler and minimizing the Holocaust.	unrelated
The Hottest Costume This Halloween? The All-American Couple	What this year's most popular Halloween costumes say about our current attitudes	unrelated
Patrick Mahomes wants to 'one-up' Taylor Swift and his wife's handshake with Travis Kelce	When Taylor Swift and Patrick Mahomes' wife went viral for their two handshakes, the quarterback realized he didn't have one with Travis Kelce.	viral_moment
Chiefs star Travis Kelce dances to Taylor Swift's 'Shake It Off' at World Series game	The Kansas City Chiefs star broke out some dance moves to one of Taylor Swift's hit songs during his appearance at Game 1 of the World Series between the Rangers and Diamondbacks.	music
Jennifer Lawrence's full-frontal nude scene; Morgan Wallen looks for love	The Fox News Entertainment newsletter brings you the latest Hollywood headlines, celebrity interviews and stories from Los Angeles and beyond.	unrelated
Taylor Swift to likely miss Travis Kelce's Chiefs game this Sunday as 'Eras Tour' nears return: reports	The Grammy Award winning singer has become a fixture at Chiefs home and road games so far this season, where she has supported Travis Kelce from luxury suites.	miscellaneous
Britney Spears and Jada Pinkett Smith demonstrate the delicate dance of the celeb memoir	Would you want to revisit your life and your past in order to share it all, both the good and the bad?	unrelated
Apple’s Journal app is kind of smart — and kind of basic	Apple Journal comes with iOS 17.2 and includes features for saving photos, video, text, and more. It also includes a suggestions API that uses AI to try and guess which moments matter most.	unrelated
TMZ: Taylor Swift Won't Attend Travis Kelce, Chiefs' Game vs. Broncos in Week 8	Travis Kelce will be left to his own devices when the Kansas City Chiefs play the Denver Broncos on Sunday. Per TMZ Sports, Taylor Swift won't be attending…	relationship
Chiefs lose, Travis Kelce has a tough day in Taylor Swift's absence	High-profile tight end Travis Kelce underperformed against expectations Sunday in the Kansas City Chiefs' loss to the Denver Broncos — and his reported sweetheart, Taylor Swift, wasn't there to see it.	relationship
unrelated	Five Nights at Freddy's' tops the weekend box office with $78M, the biggest opening for a horror movie in 2023.	unrelated
AJ Brown sets NFL record as Eagles use second-half surge to beat Commanders	Philadelphia Eagles star wide receiver A.J. Brown was back dazzling everyone on Sunday as he broke the NFL record for most 125-plus receiving yards in six straight games.	unrelated
NFL Week 8 top viral moments: Best Halloween costumes from around the league	It's Halloween weekend in the NFL, and several players are getting into the spooky spirit with some epic costumes! Check out the best ones we saw here.	unrelated
Taylor Swift has the most adorable stand-in for Chiefs - Broncos: A Corgi dressed like her	Likely not going to see the real Taylor Swift in Denver today, but you do get a super cute stand-in.	miscellaneous
Video game adaptation 'Five Nights at Freddy's' tops weekend box office even with simultaneous streaming release	The Blumhouse production adapts the game in which a security guard has to fend off murderous animatronic characters at a family pizza restaurant.	unrelated
Video game adaptation ‘Five Nights at Freddy’s’ notches $130 million global debut	Fans flocked to movie theaters across the country to see the scary video game adaptation “Five Nights at Freddy's” on the big screen, which made $78 million to top the North American box office	unrelated
Halloween candy vs. healthy parenting: Here's how to make it all work	Parenting is hard, especially with candy companies trying turn Halloween into an all-year sugar-buzz festival. We can help them grow without ruining their childhoods.	unrelated
Apple is getting ready for Prime Time	Apple’s big Prime Time event may end up being some iMacs and MacBooks, but given the company’s increased ambitions in Hollywood it could be more.	unrelated
Who Is Chargers Superfan Merianne Do? 5 Things We Know After She Went Viral	Los Angeles Chargers fan Merianne Do went viral when the Chargers played the Dallas Cowboys for her wild celebrations. What do we know about her?	unrelated
Your guide to the internet’s most (and least) important moments	Plus a new Leica camera, the Quiche browser, the Hugo award, Google Maps, and more in this week’s Installer newsletter.	unrelated
How to watch tonight's Chicago Bears vs. Los Angeles Chargers NFL game: Livestream options, starting time, more	The Bears face the Chargers for an epic Week-8 matchup that has both teams hungry for a win.	unrelated
How to watch today's Cincinnati Bengals vs. San Francisco 49ers NFL game: Livestream options, starting time	Here's how and when to watch today's game between the Cincinnati Bengals and San Francisco 49ers.	unrelated
How to watch today's Kansas City Chiefs vs. Denver Broncos NFL game: Livestream options, starting time, more	Travis Kelce and the Kansas City Chiefs hit the road to face Russell Wilson and the struggling Denver Broncos.	unrelated
How to watch today's Baltimore Ravens vs. Arizona Cardinals NFL game: Livestream options, starting time, more	Here's how and when to watch today's game between the Baltimore Ravens and Arizona Cardinals.	unrelated
How to watch today's Cleveland Browns vs. Seattle Seahawks NFL game: Livestream options, starting time	Here's how and when to watch today's Cleveland Browns vs. Seattle Seahawks game.	unrelated
How to watch today's Philadelphia Eagles vs. Washington Commanders NFL game: livestream options, starting time	Watch the Washington Commanders try to upset the 6-1 Philadelphia Eagles in an early game today.	unrelated
How to watch today's Atlanta Falcons vs. Tennessee Titans NFL game: Livestream options, starting time, more	Here's how and when to watch today's game between the Atlanta Falcons and Tennessee Titans.	unrelated
How to watch today's Jacksonville Jaguars vs. Pittsburgh Steelers NFL game: livestream options, starting time	The Jacksonville Jaguars seek AFC South domination as they head north to face the Pittsburgh Steelers today.	unrelated
How to watch the New York Jets vs. New York Giants NFL game: Livestream options, starting time, more	In a Big Apple battle, the New York Jets take on the New York Giants in an early game today.	unrelated
How to watch today's New England Patriots vs. Miami Dolphins NFL game: Livestream options, starting time, more	The Patriots proved last week they have what it takes to win tough games. But can they beat the 5-2 Miami Dolphins?	unrelated
Taylor Swift has made Kansas City her new stomping ground — and local shops say business is booming	Kansas City was ready for it: How the city's businesses are embracing the Tayvis relationship.	relationship
How to watch today's New Orleans Saints vs. Indianapolis Colts NFL game: LIvestream options, starting time, more	It's a must-win game for both teams today as the Indianapolis Colts host the New Orleans Saints.	unrelated
How to watch the Minnesota Vikings vs. Green Bay Packers NFL game: Livestream options, starting time, more	The Minnesota Vikings hope to keep their momentum going as they face the Green Bay Packers today.	unrelated
How to watch today's Los Angeles Rams vs. Dallas Cowboys NFL game: Livestream options, starting time, more	The Los Angeles Rams take on the Dallas Cowboys in one of the best NFL matchups of the week. Here's how to watch.	unrelated
How to watch today's Houston Texans vs. Carolina Panthers NFL game: Livestream options, starting time, more	The Houston Texans (3-3) are taking on the Carolina Panthers (0-6) this week. Here's how to watch the NFL game.	unrelated
Taylor Swift, Cardi B, extra guacamole: How New Jersey’s governor spent $12K on stadium concessions	The request came after POLITICO obtained records of taxpayer spending.	miscellaneous
Ice Spice turns heads in Betty Boop Halloween costume	Ice Spice has shown the world what she’s working with in her latest Halloween costume — and she wasn’t afraid to let it all hang out.	unrelated
16 Hilarious Fails From The Internet This Week That Will Make You Laugh So Hard You'll Be Texting This Article To Your Friends Saying "You Have To Look At This"	I had to include the Taylor Swift pumpkin because I have been thinking about it every day.View Entire Post ›	viral_moment
Shannon Sharpe: Travis Kelce at World Series Game 1 Was a 'Horrible' Look	The former NFL tight end believes it was a "horrible look" for Chiefs star to travel to a World Series game on the Friday before he played the Broncos.	unrelated
‘Five Nights at Freddy’s’ dominates Halloween weekend with $78 million debut in North America	The simultaneous release of "Five Nights at Freddy's" in theaters and on streaming had little impact on the film's success on the big screen Halloween weekend.	unrelated
Broncos Troll Chiefs by Playing Taylor Swift in Arena After Big Win	After their big win, the Denver Broncos used a Swift song to take a swipe against Swift's boyfriend, Travis Kelce, and his Kansas City Chiefs.	NFL
The Voice' adds Wynonna Judd as Mega Mentor for season 24	Country icon Wynonna Judd is joining 'The Voice' as a Mega Mentor for season 24.	unrelated
Chiefs and Patriots compete for fans and influence in Germany ahead of games in Frankfurt	Both the Patriots and the Chiefs are looking to gain bigger followings in Germany leading up to their international match in Frankfurt.	unrelated
Report: NJ Democrat Gov. Phil Murphy Spent Taxpayer Money at Taylor Swift Concert, Other Events	New Jersey Gov. Phil Murphy (D) reportedly spent taxpayer funds at stadium events, including a Taylor Swift concert.	miscellaneous
Fox News Politics: The next ambassador to Israel	The latest updates from the 2024 campaign trail, exclusive interviews and more Fox News politics content	unrelated
Don't be afraid': Athletes take on Halloween in costumes	LeBron James, Giannis Antetokounmpo and more dressed up big time for Halloween.	unrelated
Mike Johnson Has Already Made His First Mistake	Speaker Johnson has caused controversy by demanding an IRS funding cut in return for aid to Israel.	unrelated
Americans Are Earning More Even as They Complain About the Economy	Wages are rising, but Americans still feel the economy is headed in the wrong direction.	unrelated
Chiefs' Travis Kelce Files for 5 Trademarks for Use on Clothing, Cereal, More	The Travis Kelce business is booming, and the Kansas City Chiefs star is looking to take advantage of it. Per trademark attorney Josh Gerben, Kelce has filed…	unrelated
Mike McDaniel hilariously could not accept that kids were dressing up as him for Halloween	Easily the funniest coach in the NFL.	unrelated
Taylor Swift, Travis Kelce Halloween costume wins friends a top prize: See their rendition of the stars	Florida friends dressed up as Taylor Swift and Travis Kelce for a Halloween costume contest and took home the grand prize. See the pair mimick the iconic duo!	viral_moment
Halloween 2023: A look at the viral moments that inspired people's costumes this year	Many online are sharing their Halloween costumes that were inspired by viral moments, pop culture trends and iconic internet memes.	unrelated
New Jersey governor spent $12K on stadium events, including a Taylor Swift concert	Politico reports New Jersey Gov. Phil Murphy tapped into a taxpayer-financed expense account for nearly $12,000 at MetLife Stadium, including almost $1,000 for a Taylor Swift concert in 2018	miscellaneous
Scarlett Johansson hits AI app with legal action for cloning her voice in an ad	Scarlett Johansson is taking legal action against an AI app developer for using her likeness in an online ad without her consent.	unrelated
Kelly Clarkson ripped her pants while filming 'Since You've Been Gone' musicvideo: ‘I was commando’	Kelly Clarkson revealed that she ripped her pants while filming the musicvideo for "Since You've Been Gone," when speaking to Kyle Richards.	unrelated
Travis Kelce calls Chiefs' loss to Broncos 'embarrassing'	Travis Kelce did not hold back when discussing the Chiefs' loss to the Broncos on his podcast, placing blame on the offense.	unrelated
‘Fingernails’: A form of cinematic torture	Jessie Buckley, Jeremy Allen White and Riz Ahmed star in a silly, sci-fi story of a love triangle.	unrelated
Travis Kelce laughed so hard at a 'Taylor Swift put Travis on the map' Halloween costume	Travis Kelce loved this and so did we.	relationship
Travis Kelce really appreciated everyone dressing up as him and Taylor Swift on Halloween	All the Travis Kelce and Taylor Swift Halloween costumes were approved by the man himself!	viral_moment
Video: Chiefs' Travis Kelce Reacts to Viral Taylor Swift Halloween TikTok Costume	Travis Kelce appreciates the jokes. The Kansas City Chiefs tight end reacted to a TikTok from JaxWritesSongs that played on the prank of Taylor Swift fans…	viral_moment
A Taylor Swift Airbnb is a bachelorette dream home where megafans can bask in her "Eras" for up to $1,400 a night	You can rent this Taylor Swift Airbnb in Scottsdale, Arizona. Each room is devoted to a different era, from "Reputation" to "Lover" to "Folklore."	miscellaneous
Get Your Parkas Ready For December 2024 – Canadian Swifties Haven't Been Able To Focus Since Taylor Swift JUST Announced Three New Concert Dates	Step 1) Register for Verified Fan Presale on Ticketmaster. Step 2) Look at flights to Vancouver.View Entire Post ›	music
FOX Super 6 NFL contest: Chris 'The Bear' Fallica's Week 9 picks	The FOX Super 6 NFL contest has already given away $80,000. Will you be the next winner? If you need a little help, Chris "The Bear" Fallica has you covered with his picks.	unrelated
Canada’s economy faces $900-billion mortgage renewal shock	The biggest shock awaits variable-rate mortgages set to renew in 2026. A five-year variable mortgage renewing in October of that year would see payments jump 76 per cent if mortgage rates stayed around 6 per cent	unrelated
Taylor Lautner simply can’t stop backflipping at Taylor Swift’s events	Taylor Lautner, of Twilight fame, has backflipped not once but twice at Taylor Swift Eras Tour events. Apparently, he did it due to anxiety.	viral_moment
Travis Kelce plays into joke that Taylor Swift 'put me on the map'	Travis Kelce is getting in on the joke that Taylor Swift put him "on the map." The narrative even inspired a couple's Halloween costume, which Kelce "enjoyed."	viral_moment
Mike Clay's NFL Betting Playbook for Week 9	Mike Clay pits his projection system against the sportsbooks with a game-by-game look at Week 9 player props, offering his leans for taking the over or the under.	unrelated
NewJeans says they’re more than solely K-pop stars as they break global barriers	NewJeans is reflecting on being the first K-pop girl group to be nominated for the “Top Billboard Global (Excl. U.S.) Artist” award.	unrelated
Travis Kelce's Stylist Responds to Taylor Swift Wardrobe Conspiracies	The Kansas City Chiefs star has worn clothes that look like Easter Eggs for Swift's fans. Were the nods to Swift's work intentional?	miscellaneous
Taylor Swift to bring Eras Tour to Vancouver for 3 nights in December 2024	Taylor Swift is preparing to bring her Eras Tour to Vancouver for three nights next December.	music
Tyreek Hill jokes Taylor Swift fans are 'a dangerous crew' after Travis Kelce question	He knew it would be trouble if he said something negativeabout Taylor Swift and Travis Kelce.	relationship
Travis Kelce asked if he's 'in love' with Taylor Swift, addresses relationship'status'	Travis Kelce and Taylor Swift are all but officially official, which prompted a reporter in Germany to ask the Chiefs star if he's "in love."	relationship
Vancouver hotels rooms already sold out for Taylor Swift's 2024 concert dates	Vancouver is expecting an economic boon from Taylor Swift's 2024 concert dates, but Swifties are already finding hotel rooms sold out.	music
See NSYNC's troll transformation in 'Trolls Band Together'	The members of NSYNC are getting a sparkly troll transformation in 'Trolls Band Together' — here's your first look.	unrelated
A Reporter Asked Travis Kelce The Status Of His relationshipWith Taylor Swift, And Fans Love His Response	Travis is keeping his cards close to his chest.View Entire Post ›	relationship
How to watch every Kansas City Chiefs game this season	We've got all the information you need to watch every Chiefs game this season (even the one that isn't on network TV).	unrelated
Travis Kelce won't say if Taylor Swift will be in Germany and jokingly blames oddsmakers for it	Those pesky oddsmakers always getting in the way	relationship
How Taylor Swift could make it to a Travis Kelce Chiefs Super Bowl while on tour, according to Drew Barrymore	Drew Barrymore figured out how Taylor Swift could see Travis Kelce play the Super Bowl in person.	relationship
Kelce: Chiefs have every piece needed to be great	The Chiefs heading into Sunday's game against the Dolphins haven't been an offensive power like in previous seasons. But tight end Travis Kelce said that's not because the Chiefs are deficient at wide receiver.	unrelated
Taylor Swift’s Eras Tour concert film takes its final bow at the box office this weekend	Taylor Swift takes her final bow at the movie box office this weekend.	award
Taylor Swift and Beyoncé concert tours deliver record-breaking earnings for Live Nation	Live Nation has Taylor Swift and Beyoncé to thank for propelling the live concerts organizer to its strongest quarterly results to date.	music
Will Taylor Swift be at the Chiefs’ game in Germany? Travis Kelce wouldn’t say	Travis Kelce declined to discuss Taylor Swift’s status for the Chiefs' game Sunday in Germany — but left the door open.	relationship
Travis Kelce Addresses Whether He Is in Love With Taylor Swift	The Kansas City Chiefs star kept his cards close to the vest when a reporter in Germany asked him about his feelings for Swift.	relationship
Travis Kelce has the smoothest answer when asked if he's in love with Taylor Swift	IS TRAVIS KELCE IN LOVE WITH TAYLOR SWIFT? He actually has an answer beyond "no comment."	relationship
Will Taylor Swift be at the Chiefs' game in Germany? Travis Kelce wouldn't say	Travis Kelce has declined to discuss Taylor Swift’s status for Sunday’s game in Germany — and their status as a couple	relationship
Why Travis Kelce and the Chiefs are playing in Germany in Week 9, explained	Here's the answer.	unrelated
Big Weekend: Rich Eisen reflects on NFL Network turning 20 and calling Chiefs-Dolphins on Sunday	Rich Eisen has had many memorable moments during his long tenure at NFL Network	unrelated
Fantasy Football Week 9 Rankings: Each Position's Flex and PPR Projections	Let's break down some PPR rankings. Below, we've compiled the rankings for quarterbacks, running backs, wide receivers and tight ends utilizing Fantasy Pros'…	unrelated
Riley Gaines says 'transphobe' accusations carry 'literally no weight'	Former NCAA swimmer Riley Gaines made an appearance at UC Davis earlier this week, where she continued to fight for fairness in girls' and women's sports.	unrelated
Travis Kelce Said 'I'm Gonna Find a Breeder' Months Before Dating Taylor Swift	"Mr. Taylor Swift" Travis Kelce of the Kansas City Chiefs made headlines Saturday after an unearthed podcast revealed the tight end saying he was looking for a "breeder" to "get kids" just months before he started dating the singer.	relationship
Chiefs want to be ‘world’s team’ behind star power, Super Bowl success	Can the Chiefs rule the world? With championships, Patrick Mahomes, Travis Kelce — and Taylor Swift! — why not?	unrelated
Bears, Montez Sweat agree to $98 million extension shortly after trading for him: reports	Montez Sweat and the Chicago Bears have reportedly agreed to a four-year, $98 million extension less than a week after he was traded to the team.	unrelated
Chiefs want to be 'world's team' by going global with star power and Super Bowl success	The Kansas City Chiefs say Sunday's game in Frankfurt against the Miami Dolphins is a big step in the organization's plan to become the “world’s team.”	unrelated
